rank,score,tier,l1,l2,l3,l4,l5,name,retailer,country,price,cur,azn,reviews,bestseller_ranks,countries,url,img,ev
385,48.2,Ranked in 1 chain,FOOD STORAGE & DRINKWARE-TO-GO,Pantry storage,Storage jars,Glass jars with wooden lid,Glass storage jar with bamboo lid,Słoik z bambusową pokrywką,Action,Poland,12.95,PLN,5.72,8,#1 n11 Turkey (n11 search: saklama kabı),"Kazakhstan, Poland, Turkey",https://www.action.com/pl-pl/p/3215103/sloik-z-bambusowa-pokrywka/,https://asset.action.com/image/upload/t_digital_product_image/w_1920/36071242.webp,n11 Turkey: #1 in 'n11 search: saklama kabı' (best-selling) | Action PL 12.95 zl (1.5 l); Action also 'Słoik z drewnianą pokrywką' 400 ml 8.95 zl / 600 ml 9.95 zl / 1.4 l 14.95 zl; n11 TR Porsima bamboo-lid glass jar sets (6/9/12 pcs); Kaspi KZ glass+bamboo jar set
386,48.2,Ranked in 1 chain,"COOK, BAKE & GRILL",Grill & BBQ,Fire starting,Mangal fan,Mangal / BBQ hand fan,Galvanizli Mangal Yelpazesi-8-55,n11,Turkey,199.99,TRY,6.96,8,#1 Fix Price Kazakhstan (Декор для дома > Товары для пикника (Picnic)),"Kazakhstan, Russia, Turkey",https://www.n11.com/urun/galvanizli-mangal-yelpazesi-8-55-119540623,https://n11scdn.akamaized.net/a1/400_570/16/15/28/74/IMG-4236217286616443475.jpg,"Fix Price Kazakhstan: #1 in 'Декор для дома > Товары для пикника (Picnic)' (popular first) | Fix Price RU carries 3 mangal-fan SKUs (веер для мангала, веер для барбекю, опахало); n11 TR fan sold singly, in 4-5 packs and inside mangal accessory sets (8 ratings)"
387,47.9,"Sold, not ranked",KITCHEN TOOLS,Cooking utensils,Spatulas & turners,Silicone,Silicone spatula (scraper),Łopatka silikonowa,Action,Poland,3.49,PLN,1.54,287,,"Poland, Russia, Turkey",https://www.action.com/pl-pl/p/3222069/lopatka-silikonowa/,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3222069_3560231324414-111_01_eefawb.webp,"Action PL 3.49 zl; n11: Valletta Salvatore silicone spatula set 287 reviews, Valletta Drongo set 61 reviews, 9-pc set 49 reviews; Fix Price: 'Силиконовая лопатка' SKU 5092351 plus several O'Kitchen лопатка кулинарная SKUs"
388,47.8,Ranked in 1 chain,FOOD STORAGE & DRINKWARE-TO-GO,Spice & condiment storage,Spice storage,Spice sets,"Spice jar set with stand (12 pcs, with spoons)",Porsima 1165 Random Standlı Kendinden Yapışkanlı Kaşıklı Kapaklı Baharatlık Seti 12'li Beyaz - Siyah,n11,Turkey,339,TRY,11.8,1306,#1 n11 Turkey (n11 search: baharatlık),"Poland, Turkey",https://www.n11.com/urun/porsima-1165-random-standli-kendinden-yapiskanli-kasikli-kapakli-baharatlik-seti-12li-beyaz-siyah-siyah-beyaz-58868844,https://n11scdn.akamaized.net/a1/400_570/09/08/45/83/IMG-5855371056099972592.jpg,"n11 Turkey: #1 in 'n11 search: baharatlık' (best-selling) | n11: 1,306 reviews, 4.5/5 (strongest signal in domain); price 339 TL from n11 search listing 'standlı baharatlık'; sister model Porsima 1167 has 54 reviews; Action PL sells 'Przyprawniki Excellent Houseware' 2 pcs 2.00 zl"
389,47.8,Ranked in 1 chain,"TEA, COFFEE & TABLE",Cutlery,Spoons,Teaspoons,"Stainless teaspoons, 6-pack",Łyżeczki do herbaty,Action,Poland,4.49,PLN,1.98,0,#68 Fix Price Russia (Для дома > Для кухни (Kitchen)),"Poland, Russia, Turkey",https://www.action.com/pl-pl/p/3009438/lyzeczki-do-herbaty/,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3009438_8718964258635-110_01_lysmec.webp,"Fix Price Russia: #68 in 'Для дома > Для кухни (Kitchen)' (sorted by units sold) | Action PL 4.49 zl / 6 pcs (0.75 zl each, GRS recycled steel); Trendyol: 'Yigit Celik Cay Kasigi 6'li' plus dedicated '6'li cay kasigi' and 'Cay Kasigi' category pages"
390,47.7,Ranked in 2 chains,FOOD STORAGE & DRINKWARE-TO-GO,Pantry storage,Bread storage,Bread bins,Bread bin (bamboo/metal),Karaca Aksel Bamboo Ekmek Kutusu,n11,Turkey,1840,TRY,64.03,129,#16 n11 Turkey (n11 search: saklama kabı); #49 Carrefour Poland (Wyposażenie domu > Kuchnia i jadalnia > Przechowywanie żywności),"Poland, Turkey",https://www.n11.com/urun/karaca-aksel-bamboo-ekmek-kutusu-52257433,https://n11scdn.akamaized.net/a1/400_570/05/55/97/69/IMG-6016141234198916237.jpg,"n11 Turkey: #16 in 'n11 search: saklama kabı' (best-selling); Carrefour Poland: #49 in 'Wyposażenie domu > Kuchnia i jadalnia > Przechowywanie żywności' (most popular) | n11: 129 reviews, 4.5/5 (product page price 1,840 TL; n11 listing 'ekmek kutusu' showed 799.98 TL); Karaca Dustin 64 reviews, Karaca Stream 2in1 40 reviews, 12+ SKUs"
391,47.7,Ranked in 1 chain,HOME TEXTILES,Kitchen textiles,Kitchen towels,Tea towel multipacks,"Cotton tea towels, 3-pack",Zestaw ścierek do naczyń,Action,Poland,12.95,PLN,5.72,6,#6 n11 Turkey (n11 search: mutfak havlusu),"Poland, Russia, Turkey",https://www.action.com/pl-pl/p/3215179/zestaw-scierek-do-naczyn/,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3215179_8718964303847-110_01_edcvht.webp,"n11 Turkey: #6 in 'n11 search: mutfak havlusu' (best-selling) | Action PL 12.95 zl (promo, from 16.95 zl), 3 x 50x70 cm 100% cotton, 6 colourways, in 'Tekstylia do kuchni' (78 products in category); n11: 'Elart Sophia Mutfak Havlusu 6 Adet' 5 reviews, 'Formeya Sophia 6'lı' 6 reviews; Fix Price RU sells 2-pack kitchen towels 42x60 cm"
392,47.5,Ranked in 1 chain,DECOR & ORGANISATION,Home Fragrance & Candles,Candles,Tealights,"Unscented tealight candles, bulk pack (50-100)","Bolsius Podgrzewacze 50 szt. białe 3,5 h",Carrefour,Poland,17.49,PLN,7.73,0,#8 Carrefour Poland (Wyposażenie domu > Przyjęcia i świece > Świece i zapachy),Poland,https://www.carrefour.pl/zakupy-niecodzienne/dom-i-ogrod/wyposazenie-domu/przyjecia-i-swiece/swiece-i-zapachy/bolsius-podgrzewacze-50-szt-biale-35-h,https://www.carrefour.pl/images/product/org/bolsius-podgrzewacze-50-szt-biale-35-h-3ohlt4.jpg,Carrefour Poland: #8 in 'Wyposażenie domu > Przyjęcia i świece > Świece i zapachy' (most popular)
393,47.4,Ranked in 1 chain,KITCHEN TOOLS,Peelers,Specialty peelers,Julienne,Julienne peeler,Paslanmaz Çelik Julyen Soyacak Sebze Meyve Dilimleyici Soyacak Metal,n11,Turkey,134.91,TRY,4.69,56,#12 n11 Turkey (n11 search: soyacak),Turkey,https://www.n11.com/urun/paslanmaz-celik-julyen-soyacak-sebze-meyve-dilimleyici-soyacak-metal-59071492,https://n11scdn.akamaized.net/a1/400_570/06/33/60/15/IMG-4904201700534013660.jpg,"n11 Turkey: #12 in 'n11 search: soyacak' (best-selling) | n11 listing 134.91 TL; n11: 6 ratings (5.0*), category Dilimleyici; 3 further julienne peeler listings; Solingen side+straight peeler 2-pack 56 reviews"
394,47.1,Ranked in 1 chain,"COOK, BAKE & GRILL",Stovetop accessories,Egg & pancake,Egg ring,Egg frying ring / pancake mould,Форма для яичницы и оладий «Ромашка» 10×10 см,Flip.kz,Kazakhstan,408,KZT,1.56,4,#89 Fix Price Russia (Для дома > Для кухни (Kitchen)),"Kazakhstan, Russia",https://www.flip.kz/catalog?prod=3236152,https://s.f.kz/prod/3237/3236152_1000.jpg,"Fix Price Russia: #89 in 'Для дома > Для кухни (Kitchen)' (sorted by units sold) | flip.kz: 4 reviews, '50+ sold' (category Формы для яиц); flip.kz also lists silicone poached-egg mould set and Fissman egg form"
395,46.9,Ranked in 1 chain,FOOD STORAGE & DRINKWARE-TO-GO,Spice & condiment storage,Oil & vinegar,Oil sprayers,Oil spray bottle (mister) for air fryer/salad,Sprey Yağdanlık Sıvı Yağ Spreyi Yağlık - Airfryer Püskürtme Yağdanlık Beyaz 300ml,n11,Turkey,189,TRY,6.58,18,#130 Fix Price Russia (Для дома > Для кухни (Kitchen)),"Kazakhstan, Russia, Turkey",https://www.n11.com/urun/sprey-yagdanlik-sivi-yag-spreyi-yaglik-airfryer-puskurtme-yagdanlik-beyaz-300ml-beyaz-120629770,https://n11scdn.akamaized.net/a1/400_570/05/93/05/19/IMG-4482609734159932691.jpg,"Fix Price Russia: #130 in 'Для дома > Для кухни (Kitchen)' (sorted by units sold) | n11: 18 reviews, 4.5/5 (price 189 TL from listing 'yağdanlık'); Porsima Alk-3154 spray 9 reviews; Fix Price RU 'Бутылка-спрей для масла, O'Kitchen' 100/200/300 ml (79-149 RUB in page titles); Kaspi KZ 'Бутылка для масла с распылителем и дозатором'"
396,46.8,Ranked in 1 chain,HOUSEHOLD CLEANING,Mops & Floor Cleaning,Mop refills,Spin mop heads,Spin mop replacement head (microfibre),Końcówka do mopa Vileda Easy Wring & Clean,Action,Poland,21.95,PLN,9.7,31,#9 n11 Turkey (n11 search: mop),"Poland, Turkey",https://www.action.com/pl-pl/p/3200385/koncowka-do-mopa-vileda-easy-wring-clean/,https://asset.action.com/image/upload/t_digital_product_image/w_1080/27711442.webp,n11 Turkey: #9 in 'n11 search: mop' (best-selling) | Action PL 21.95 zł; Action also sells Wkład do mopa Vileda Wring&Go; n11 TR: 'Spin Mop 360 Döner ... Başlık Yedek' 31 reviews; n11 TR: several 2-pack microfibre spin-head refills
397,46.8,Ranked in 1 chain,DECOR & ORGANISATION,Decorative Accessories,Wall Decor,Posters,"Decorative posters A4, set","Набор постеров А4, 2 шт., в ассортименте",Fix Price,Russia,35.0,RUB,0.7,0,"#8 Fix Price Russia (Сувениры и подарки > Фоторамки, фотоальбомы, постеры (frames, wall decor))",Russia,https://fix-price.com/catalog/suveniry-i-podarki/p-5213021-nabor-posterov-a4-2-sht-v-assortimente,https://img.fix-price.com/insecure/rs:fit:800:800/plain/pim/images/82f9e25047e4e587019620a5c3b27e8f_42.jpg,"Fix Price Russia: #8 in 'Сувениры и подарки > Фоторамки, фотоальбомы, постеры (frames, wall decor)' (sorted by units sold)"
398,46.8,Ranked in 1 chain,DECOR & ORGANISATION,Decorative Accessories,Clocks,Table Clocks,Decorative table clock (novelty / analogue),"Часы ""Мотоцикл"", Men's Direction, 19,5х6х10 см, в ассортименте",Fix Price,Russia,174.5,RUB,3.5,0,#5 Fix Price Russia (Сувениры и подарки > Фигурки и статуэтки (figurines)),Russia,https://fix-price.com/catalog/suveniry-i-podarki/p-5244688-chasy-mototsikl-ens-irection-195h6h10-sm-v-assortimente,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/59/59419001968e6b6dd5205f3487d2eeec.jpg,Fix Price Russia: #5 in 'Сувениры и подарки > Фигурки и статуэтки (figurines)' (sorted by units sold)
399,46.8,Ranked in 1 chain,DECOR & ORGANISATION,Decorative Accessories,Trays & Bowls,Decorative stands,Decorative tabletop stand (cart / tiered display),"Декоративная подставка ""Цветы"", в ассортименте",Fix Price,Russia,249.0,RUB,5.0,0,#4 Fix Price Russia (Сувениры и подарки > Фигурки и статуэтки (figurines)),Russia,https://fix-price.com/catalog/suveniry-i-podarki/p-5246092-dekorativnaya-podstavka-tsvety-v-assortimente,https://img.fix-price.com/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/a0/a03b01464818518eaee0592d73b18042.JPG,Fix Price Russia: #4 in 'Сувениры и подарки > Фигурки и статуэтки (figurines)' (sorted by units sold)
400,46.7,Ranked in 1 chain,KITCHEN TOOLS,Cutting & slicing tools,Kitchen knives,Chef's knives,Budget chef's knife,Nóż Redstone,Action,Poland,7.95,PLN,3.51,0,#68 Carrefour Poland (Wyposażenie domu > Kuchnia i jadalnia > Akcesoria kuchenne),"Poland, Russia",https://www.action.com/pl-pl/p/2574208/noz-redstone/,https://asset.action.com/image/upload/t_digital_product_image/w_1920/2574208_8718964279876-110_01_hlwm7e.webp,"Carrefour Poland: #68 in 'Wyposażenie domu > Kuchnia i jadalnia > Akcesoria kuchenne' (most popular) | Action PL 7.95 zl; Action also 2-pc Redstone knife set 8.95 zl; Fix Price: 'Нож поварской, O'Kitchen, 25,5 см' (5021441) and 'Нож кухонный, O'Kitchen, 19,5 см' on kitchen popularity page 17"
401,46.7,Ranked in 1 chain,HOUSEHOLD CLEANING,Brooms & Dustpans,Brooms,Indoor brooms,Indoor broom with long handle,"Щётка для пола, 120 см, в ассортименте",Fix Price,Kazakhstan,999,KZT,3.81,0,#4 Carrefour Poland (Wyposażenie domu > Domowe porządki > Zamiatanie),"Kazakhstan, Poland",https://fix-price.kz/ru/catalog/dlya-doma/p-5044098-schtka-dlya-pola-120-sm-v-assortimente,https://img.fix-price.kz/insecure/rs:fit:800:800/plain/bit/_marketplace/images/origin/5b/5b7aafd319846cf9abda6ad8339e1b8a.jpg,Carrefour Poland: #4 in 'Wyposażenie domu > Domowe porządki > Zamiatanie' (most popular) | Fix Price KZ 999 KZT; Action PL: Nylonowa miotła; Action PL: Miotła; Action PL: replacement broom head (Końcówka miotły)
402,46.7,Ranked in 1 chain,DECOR & ORGANISATION,Storage & Organisation,Hooks & Hanging,Over-door Hooks,Over-door hook rack (no drilling),Wieszak na drzwi,Action,Poland,8.95,PLN,3.96,0,#41 Fix Price Russia (Для дома > Хозяйственные мелочи (household sundries)),"Poland, Russia",https://www.action.com/pl-pl/p/2546440/wieszak-na-drzwi/,https://asset.action.com/image/upload/t_digital_product_image/w_1920/2546440_8718964170555-111_01_vmywlb.webp,"Fix Price Russia: #41 in 'Для дома > Хозяйственные мелочи (household sundries)' (sorted by units sold) | Action PL 8.95 zl (second SKU 12.95 zl) in 'Przechowywanie i organizacja'; Fix Price RU 'Вешалка на дверь' 79 RUB per page title, plus 'Крючок на дверь, Home Time' 14 cm and 28 cm SKUs"
403,46.6,Ranked in 1 chain,HOME TEXTILES,Living & decor textiles,Seat textiles,Chair pads,Chair seat pad with ties,Altınpamuk Neva Pofidik Özel Dikişli Bağcıklı Arkalıklı Sandalye Minderi 44x94 CM Bej,n11,Turkey,419.9,TRY,14.61,23,#26 Fix Price Kazakhstan (Для дома > Текстиль (Textiles)),"Kazakhstan, Russia, Turkey",https://www.n11.com/urun/altinpamuk-neva-pofidik-ozel-dikisli-bagcikli-arkalikli-sandalye-minderi-44x94-cm-bej-47062737,https://n11scdn.akamaized.net/a1/400_570/04/65/06/84/IMG-8193684894165052938.jpg,"Fix Price Kazakhstan: #26 in 'Для дома > Текстиль (Textiles)' (popular first) | n11: 23 ratings / 18 reviews, 419.90 TL (seat + back, ties); n11 'Altınpamuk 4'lü ... Sandalye Minderi 40x40' 6 reviews; Fix Price RU has 8 'Сидушка' SKUs (34x34 to 40x40, incl. 'Сидушка на стул, 40х40 см'), also listed by Fix Price KZ"
404,46.5,"Sold, not ranked",KITCHEN TOOLS,Food preparation gadgets,Whisks & frothers,Battery handheld,Handheld milk frother / mini electric whisk,Spieniacz do mleka DAY,Action,Poland,4.79,PLN,2.12,28,,"Kazakhstan, Poland, Russia, Turkey",https://www.action.com/pl-pl/p/3011080/spieniacz-do-mleka-day/,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3011080_5701390673656-110_01_vojl5g.webp,"Action PL 4.79 zl (21 cm); n11: battery cappuccino frother/whisk 28 reviews (199 TL), Kiwi cordless frother 22 reviews, Tchibo frother 20; Fix Price: O'Kitchen electric whisk with 2 attachments on kitchen popularity page 19 (299 RUB per search title); Kaspi: frother 50095Q listing"
405,46.3,Ranked in 1 chain,HOME ESSENTIALS & DIY,Electrical & Power,Lighting,LED bulbs,Motion-sensor LED bulb (E27),Noas 12W E27 Duylu Sensörlü Led Ampül Beyaz Işık YL95-1201-S,n11,Turkey,138.0,TRY,4.8,32,#17 n11 Turkey (n11 search: led ampul),Turkey,https://www.n11.com/urun/noas-12w-e27-duylu-sensorlu-led-ampul-beyaz-isik-yl95-1201-s-33529179,https://n11scdn.akamaized.net/a1/400_570/07/68/72/54/IMG-6180694886125888551.jpg,n11 Turkey: #17 in 'n11 search: led ampul' (best-selling)
406,46.3,Ranked in 1 chain,"TEA, COFFEE & TABLE",Bar & Party Glassware,Wine Glasses,Wine Glass Packs,"Wine glasses, 3-pack",Kieliszki do wina Royal Leerdam Alba,Action,Poland,12.95,PLN,5.72,0,#50 Carrefour Poland (Wyposażenie domu > Kuchnia i jadalnia (all)),"Kazakhstan, Poland",https://www.action.com/pl-pl/p/3220655/kieliszki-do-wina-royal-leerdam-alba/,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3220655_8720841012223-110_01_cwlo9e.webp,"Carrefour Poland: #50 in 'Wyposażenie domu > Kuchnia i jadalnia (all)' (most popular) | Action PL 12.95 zl / 3 pcs (4.32 zl each, 380 ml); Action carries 3 Royal Leerdam wine-glass SKUs (Alba, Noble x2); Kaspi: 'Набор бокалов 560 мл, стекло, 6 шт' and 'Набор бокалов Posudas 215 мл, 6 шт'"
407,45.7,Ranked in 1 chain,"COOK, BAKE & GRILL",Bakeware,Pastry tools,Pastry wheel,Pastry / dough cutting wheel,Ahşap Saplı Hamur ve Pizza Kesme Ruleti Ahşap,n11,Turkey,149.9,TRY,5.22,25,#167 Carrefour Poland (Wyposażenie domu > Kuchnia i jadalnia > Akcesoria kuchenne),"Poland, Turkey",https://www.n11.com/urun/ahsap-sapli-hamur-ve-pizza-kesme-ruleti-4525518,https://n11scdn.akamaized.net/a1/400_570/01/00/40/16/IMG-666656359219365765.jpg,"Carrefour Poland: #167 in 'Wyposażenie domu > Kuchnia i jadalnia > Akcesoria kuchenne' (most popular) | n11: 25 ratings, 4.5 stars, sold by multiple vendors (149.90-249 TL); n11 2-pack wooden-handle cutter wheel 2 ratings; double-head fluted/straight wheels also listed"
408,45.7,Ranked in 1 chain,FOOD STORAGE & DRINKWARE-TO-GO,Drinkware to go,Water bottles,Steel bottles,Stainless steel water bottle with straw lid,Butelka na napoje ze stali nierdzewnej ze słomką,Action,Poland,16.98,PLN,7.51,17,#3 n11 Turkey (n11 search: termos),"Poland, Turkey",https://www.action.com/pl-pl/p/3208965/butelka-na-napoje-ze-stali-nierdzewnej-ze-slomka/,https://asset.action.com/image/upload/t_digital_product_image/w_1920/3208965_5714988123082-110_01_llm0su.webp,n11 Turkey: #3 in 'n11 search: termos' (best-selling) | Action PL 16.98 zl (500 ml); Action also 'Kubek ze stali nierdzewnej ze słomką' 550 ml 17.95 zl; n11 TR 'Paslanmaz 304 Çelik Matara Pipetli' 750 ml 444.99 TL
409,45.7,Ranked in 1 chain,HOUSEHOLD CLEANING,Mops & Floor Cleaning,Mop refills,String mop heads,Cotton string mop head,Mop bawełniany Spargo,Action,Poland,3.99,PLN,1.76,0,#29 Carrefour Poland (Wyposażenie domu > Domowe porządki > Mopy i szczotki),Poland,https://www.action.com/pl-pl/p/3219076/mop-bawelniany-spargo/,https://asset.action.com/image/upload/t_digital_product_image/w_1080/3219076_8715342053721-110_01_rmcisg.webp,"Carrefour Poland: #29 in 'Wyposażenie domu > Domowe porządki > Mopy i szczotki' (most popular) | Action PL 3.99 zł (23 cm cotton mop, made to fit Spargo wringer bucket)"
